forecast_date,city,target_start_date,target_end_date,forecast_level,risk_score_0_100,probability,risk_level,coverage_grade,fallback_reason,predicted_event_type,top_terms,top_sources,evidence_posts,posts_3d,signals_3d,unique_sources_3d,topic_growth_ratio,post_growth_ratio,engagement_sum_3d
2025-09-07,Kathmandu,2025-09-08,2025-09-10,L4_city_event_forecast,73.08,0.7077,high,A,explicit city event evidence,strike,Maitighar:13; Gen Z:9; parliament:8; youth:6; corruption:6,Facebook search: Maitighar:4; Facebook search: Nepal parliament:3; Facebook search: Kathmandu youth:3; Facebook search: Kathmandu students:3; Facebook search: Kathmandu aandolan:3,e8ea958ef0c63cbd;f11cd5dc03627b19;8c1f87fa3bc8f484;1d89eedaf64837ef;5f4705ce89c27a40,45,36,28,2.2941,1.3072,65416
